question,answerKey,predicted,correct,confidence,all_probs,all_scores
"The route passenger was flipping through a magazine, he was bored waiting for his ride where?",D,A,False,0.4616875946521759,"{'A': 0.4616875946521759, 'B': 0.000540488341357559, 'C': 0.289491206407547, 'D': 0.013711441308259964, 'E': 0.23456931114196777}","{'A': 8.347888946533203, 'B': 1.5977182388305664, 'C': 7.881125450134277, 'D': 4.83123114425689, 'E': 7.670751360245049}"
What is often the result of having lunch too fast?,C,E,False,0.81764155626297,"{'A': 0.012696681544184685, 'B': 0.07344905287027359, 'C': 0.09461413323879242, 'D': 0.001598617760464549, 'E': 0.81764155626297}","{'A': 5.519772816449404, 'B': 7.2750244140625, 'C': 7.528239023638889, 'D': 3.4475714253688543, 'E': 9.68485689163208}"
"If the weather means you what, so do your animals?",B,B,True,0.8263075947761536,"{'A': 0.056001726537942886, 'B': 0.8263075947761536, 'C': 0.0757594183087349, 'D': 0.013593191280961037, 'E': 0.028338102623820305}","{'A': 5.754670143127441, 'B': 8.446255207061768, 'C': 6.056850388646126, 'D': 4.3388566970825195, 'E': 5.073494839482009}"
WHere does someone sit in a chair to gossip?,B,A,False,0.4243323802947998,"{'A': 0.4243323802947998, 'B': 0.0017619590507820249, 'C': 0.051201462745666504, 'D': 0.12899130582809448, 'E': 0.39371299743652344}","{'A': 7.400152206420898, 'B': 1.916061288919688, 'C': 5.285403411311563, 'D': 6.209380149841309, 'E': 7.325257301330566}"
"She filled the thing with water and went to plug it in, she had finally finished her garden with what centerpiece?",D,D,True,0.8003131747245789,"{'A': 0.0015312572941184044, 'B': 0.0001131883982452564, 'C': 0.11757128685712814, 'D': 0.8003131747245789, 'E': 0.08047111332416534}","{'A': 5.7497100830078125, 'B': 3.1449193954467773, 'C': 10.090665340423584, 'D': 12.008624076843262, 'E': 9.711519718170166}"
Where would you find a single air conditioner?,C,A,False,0.40796804428100586,"{'A': 0.40796804428100586, 'B': 0.1622285693883896, 'C': 0.22936367988586426, 'D': 0.14564552903175354, 'E': 0.054794155061244965}","{'A': 5.357264518737793, 'B': 4.43508218228817, 'C': 4.781384468078613, 'D': 4.327251434326172, 'E': 3.349659121580771}"
If you're hearing sounds what product the uses a laser are you using?,E,A,False,0.45487725734710693,"{'A': 0.45487725734710693, 'B': 0.09266862273216248, 'C': 0.04637958109378815, 'D': 0.042339641600847244, 'E': 0.3637349009513855}","{'A': 8.594958372414112, 'B': 7.003960609436035, 'C': 6.3117899894714355, 'D': 6.220654487609863, 'E': 8.37135590519756}"
"The music was very dear to him, he had done what with it during an important time in his life?",C,E,False,0.9949291944503784,"{'A': 0.004228952340781689, 'B': 0.0003585481608752161, 'C': 0.0003850543580483645, 'D': 9.823742584558204e-05, 'E': 0.9949291944503784}","{'A': 7.873771669343114, 'B': 5.406124975532293, 'C': 5.477446556091309, 'D': 4.111449042024712, 'E': 13.3344886302948}"
Dancing or walking too much will lead to what on your feet?,D,C,False,0.6577423214912415,"{'A': 0.06677737832069397, 'B': 0.10484237223863602, 'C': 0.6577423214912415, 'D': 0.09022553265094757, 'E': 0.08041242510080338}","{'A': 8.644171237945557, 'B': 9.095263957977295, 'C': 10.93161916732788, 'D': 8.945119118936418, 'E': 8.829975605010986}"
If you know how to read and write you are what?,B,C,False,0.7886160016059875,"{'A': 0.199039027094841, 'B': 0.0030101051088422537, 'C': 0.7886160016059875, 'D': 9.860791760729626e-05, 'E': 0.009236250072717667}","{'A': 8.567538261413574, 'B': 4.37601219676435, 'C': 9.944316446781158, 'D': 0.9574339794150242, 'E': 5.497173309326172}"
"Having a dog is a responsibility.  To prevent overpopulation you should have them fixed.  And, of course, they also do what?",D,A,False,0.7429118752479553,"{'A': 0.7429118752479553, 'B': 0.004103089217096567, 'C': 0.06380020081996918, 'D': 0.09601591527462006, 'E': 0.09316891431808472}","{'A': 10.436309725046158, 'B': 5.2374725341796875, 'C': 7.981488659977913, 'D': 8.390246413648129, 'E': 8.360146641731262}"
What would you experience if a friend robs you after cashing in chips at a casino?,A,A,True,0.3609082102775574,"{'A': 0.3609082102775574, 'B': 0.28449568152427673, 'C': 0.18850836157798767, 'D': 0.016253745183348656, 'E': 0.14983400702476501}","{'A': 8.242917537689209, 'B': 8.005012512207031, 'C': 7.5934367179870605, 'D': 5.142617702484131, 'E': 7.3638224601745605}"
People took their seats and read their programs. They were expecting to enjoy an entertaining night of what?,C,E,False,0.6561555862426758,"{'A': 0.20640817284584045, 'B': 0.02556988224387169, 'C': 0.10909384489059448, 'D': 0.0027725037652999163, 'E': 0.6561555862426758}","{'A': 6.280682951211929, 'B': 4.192242622375488, 'C': 5.643035888671875, 'D': 1.9705781936645508, 'E': 7.437225341796875}"
"You shouldn't consume toothpaste, despite that it goes in your what??",E,E,True,0.6540156006813049,"{'A': 0.0029557794332504272, 'B': 0.02431345358490944, 'C': 0.31855273246765137, 'D': 0.00016241066623479128, 'E': 0.6540156006813049}","{'A': 5.4750895500183105, 'B': 7.582356929779053, 'C': 10.15511466190219, 'D': 2.573699951171875, 'E': 10.874457836151123}"
The weasel would go round and round the what while waiting to attack?,D,E,False,0.9035884737968445,"{'A': 0.014170152135193348, 'B': 0.07374192029237747, 'C': 0.000853813486173749, 'D': 0.007645620033144951, 'E': 0.9035884737968445}","{'A': 3.4431791193783283, 'B': 5.092612919426756, 'C': 0.6339989168142589, 'D': 2.826174351735972, 'E': 7.5984152412541635}"
John put the book in his pack and then went off to work.  Where might he be working?,E,E,True,0.9883173108100891,"{'A': 0.00013008293171878904, 'B': 0.010189811699092388, 'C': 0.00017954595386981964, 'D': 0.0011832471936941147, 'E': 0.9883173108100891}","{'A': 3.099495396949351, 'B': 7.460466384887695, 'C': 3.421753540635109, 'D': 5.307340621948242, 'E': 12.035081386566162}"
What do airplanes do as they are beginning to take off?,A,E,False,0.9213124513626099,"{'A': 0.00831765029579401, 'B': 0.06366948038339615, 'C': 0.005819845013320446, 'D': 0.0008805740508250892, 'E': 0.9213124513626099}","{'A': 5.864648729562759, 'B': 7.899974554777145, 'C': 5.507542610168457, 'D': 3.6190877007320523, 'E': 10.572068214416504}"
Billy was a solider.  He joined the military because he wanted to do what?,B,E,False,0.9280398488044739,"{'A': 0.05319560319185257, 'B': 7.122594979591668e-05, 'C': 0.004916601814329624, 'D': 0.013776753097772598, 'E': 0.9280398488044739}","{'A': 7.239112600684166, 'B': 0.6232385873251283, 'C': 4.857754351726422, 'D': 5.888119130317743, 'E': 10.098211374599487}"
What might cause someone to have a last passing sentence?,B,A,False,0.6917043328285217,"{'A': 0.6917043328285217, 'B': 0.15270979702472687, 'C': 0.018508564680814743, 'D': 0.0008277081069536507, 'E': 0.1362496167421341}","{'A': 8.555465547717176, 'B': 7.044846534729004, 'C': 4.934540748596191, 'D': 1.8272123336791992, 'E': 6.930795669555664}"
"If a bum wanted to ride for free, where might he go?",B,E,False,0.8212252259254456,"{'A': 0.0010710677597671747, 'B': 0.00028630747692659497, 'C': 0.16842181980609894, 'D': 0.008995581418275833, 'E': 0.8212252259254456}","{'A': 4.451539114117622, 'B': 3.1321941232308745, 'C': 9.509354591369629, 'D': 6.579616546630859, 'E': 11.093680620193481}"
The mountain was very massive.  It did what to the nearby hills?,D,E,False,0.9990266561508179,"{'A': 0.0007931910804472864, 'B': 9.510384302302555e-07, 'C': 9.552079518471146e-07, 'D': 0.00017828350246418267, 'E': 0.9990266561508179}","{'A': 7.058012008666992, 'B': 0.3317473083137278, 'C': 0.3361214880221345, 'D': 5.5653228759765625, 'E': 14.196484876796603}"
Where can you find a single musician that an audience is listening to?,B,A,False,0.7644463777542114,"{'A': 0.7644463777542114, 'B': 0.022629931569099426, 'C': 0.010670709423720837, 'D': 0.0001407463278155774, 'E': 0.2021123766899109}","{'A': 9.618006706237793, 'B': 6.098128318786621, 'C': 5.346357345581055, 'D': 1.0180583944020327, 'E': 8.287678718566895}"
What does the Indian Ocean border?,C,C,True,0.6764945983886719,"{'A': 0.09339315444231033, 'B': 0.0019098372431471944, 'C': 0.6764945983886719, 'D': 0.22810396552085876, 'E': 9.8460353910923e-05}","{'A': 8.629514694213867, 'B': 4.739714778959751, 'C': 10.60962139070034, 'D': 9.52249813079834, 'E': 1.774595248978585}"
What do you miss out on if you stay in and read book all day?,C,A,False,0.37769314646720886,"{'A': 0.37769314646720886, 'B': 0.2745761573314667, 'C': 0.010566267184913158, 'D': 0.23131413757801056, 'E': 0.1058502197265625}","{'A': 5.53400993347168, 'B': 5.215156555175781, 'C': 1.957594394683838, 'D': 5.043704509735107, 'E': 4.261953040336569}"
Where might someone find an abundance of cloth?,B,E,False,0.4094099998474121,"{'A': 0.0002887626178562641, 'B': 0.33560603857040405, 'C': 0.2543018162250519, 'D': 0.0003933119587600231, 'E': 0.4094099998474121}","{'A': 1.169787586947814, 'B': 8.227875750511885, 'C': 7.9504594802856445, 'D': 1.478785305749625, 'E': 8.426655054092407}"
"The man finished mowing his lawn and enjoyed a glass of lemonade on his porch, he took a sip and told himself that life was what?",A,B,False,0.9975280165672302,"{'A': 0.00045355994370765984, 'B': 0.9975280165672302, 'C': 0.0010038010077551007, 'D': 0.0008655270212329924, 'E': 0.00014916187501512468}","{'A': 5.497476100921631, 'B': 13.193383693695068, 'C': 6.291897773742676, 'D': 6.1436872482299805, 'E': 4.385380744934082}"
You're likely to find broken glass where after a bar closes?,E,C,False,0.6117181181907654,"{'A': 0.039106614887714386, 'B': 0.0005002951947972178, 'C': 0.6117181181907654, 'D': 0.0070563871413469315, 'E': 0.3416185677051544}","{'A': 6.241705894470215, 'B': 1.8828572891652584, 'C': 8.99168586730957, 'D': 4.5293474197387695, 'E': 8.409109354019165}"
The trim made a good line between the floor and the what?,D,E,False,0.46014490723609924,"{'A': 4.904295110463863e-06, 'B': 0.15955427289009094, 'C': 0.03486865386366844, 'D': 0.3454272747039795, 'E': 0.46014490723609924}","{'A': -2.983748435974121, 'B': 7.406279563903809, 'C': 5.885483741760254, 'D': 8.178677320480347, 'E': 8.465436697006226}"
Where would you fire a projectile ball at a clown's mouth?,E,E,True,0.9816473126411438,"{'A': 0.0007481918437406421, 'B': 0.01451774314045906, 'C': 9.50645116972737e-05, 'D': 0.002991663059219718, 'E': 0.9816473126411438}","{'A': 3.4346827230668473, 'B': 6.400150279514492, 'C': 1.3715787380933762, 'D': 4.820608139038086, 'E': 10.61401081085205}"
Where would you be likely to find a dead body?,B,A,False,0.4900466203689575,"{'A': 0.4900466203689575, 'B': 0.0020018359646201134, 'C': 0.17361494898796082, 'D': 0.04083996266126633, 'E': 0.29349666833877563}","{'A': 10.707479476928711, 'B': 5.207043647766113, 'C': 9.669818878173828, 'D': 8.222640037536621, 'E': 10.19484543800354}"
"The guy was going to bed instead of going to work, what does he suffer from?",C,A,False,0.5021763443946838,"{'A': 0.5021763443946838, 'B': 0.3520709276199341, 'C': 0.002504561794921756, 'D': 0.13908521831035614, 'E': 0.004162987228482962}","{'A': 8.399769186973572, 'B': 8.04465001821518, 'C': 3.098931398068089, 'D': 7.1159041821956635, 'E': 3.607050495222211}"
What low area between mountains can an apple tree be typically found?,A,A,True,0.6044280529022217,"{'A': 0.6044280529022217, 'B': 0.2617179751396179, 'C': 0.0026307853404432535, 'D': 0.08537391573190689, 'E': 0.045849233865737915}","{'A': 9.100236892700195, 'B': 8.263221572056258, 'C': 3.663236618041992, 'D': 7.1429948806762695, 'E': 6.521312713623047}"
Playing piano and other creative activities need what?,B,E,False,0.9002042412757874,"{'A': 0.01918695494532585, 'B': 0.022710347548127174, 'C': 0.03797496110200882, 'D': 0.019923552870750427, 'E': 0.9002042412757874}","{'A': 6.575281623750925, 'B': 6.743871688842773, 'C': 7.25797776132822, 'D': 6.612953469157219, 'E': 10.423672556877136}"
What happens after committing murder?,D,E,False,0.586587131023407,"{'A': 0.2752206325531006, 'B': 0.13668031990528107, 'C': 0.00011613604874582961, 'D': 0.0013957280898466706, 'E': 0.586587131023407}","{'A': 8.008086681365967, 'B': 7.308158874511719, 'C': 0.23752117156982422, 'D': 2.7239303052580603, 'E': 8.764835357666016}"
Where would you find a heel on apparel?,E,C,False,0.5061864256858826,"{'A': 3.4528572996350704e-06, 'B': 0.09178845584392548, 'C': 0.5061864256858826, 'D': 0.39656680822372437, 'E': 0.005454882048070431}","{'A': 0.438781381448886, 'B': 10.626821041107178, 'C': 12.334239482879639, 'D': 12.090178966522217, 'E': 7.8038458824157715}"
What is the path of the earth around the sun called?,B,E,False,0.5936594605445862,"{'A': 0.002974649192765355, 'B': 0.10622832924127579, 'C': 0.2962176501750946, 'D': 0.0009198254556395113, 'E': 0.5936594605445862}","{'A': 3.6814041634400687, 'B': 7.256868839263916, 'C': 8.28237247467041, 'D': 2.5077066868543625, 'E': 8.977583885192871}"
Where would you put a vase on your wall?,E,A,False,0.49045953154563904,"{'A': 0.49045953154563904, 'B': 0.19342529773712158, 'C': 0.009099558927118778, 'D': 0.03329281881451607, 'E': 0.27372270822525024}","{'A': 10.370061159133911, 'B': 9.439609173103236, 'C': 6.382944107055664, 'D': 7.680059773847461, 'E': 9.786834001541138}"
Where on the U.S. coast would you find Hollywood?,A,B,False,0.9976263642311096,"{'A': 6.40571806798107e-06, 'B': 0.9976263642311096, 'C': 1.6264319128822535e-05, 'D': 0.0007132906466722488, 'E': 0.0016376733547076583}","{'A': 1.1698310410941606, 'B': 13.125774021493271, 'C': 2.1016145149951626, 'D': 5.882529258728027, 'E': 6.713672399055213}"
What are humans doing when they have offspring?,E,E,True,0.952546238899231,"{'A': 0.0004042990622110665, 'B': 0.021285386756062508, 'C': 0.02434014156460762, 'D': 0.0014238916337490082, 'E': 0.952546238899231}","{'A': 3.1990442276000977, 'B': 7.162665590643883, 'C': 7.296771578490734, 'D': 4.458038091659546, 'E': 10.963783264160156}"
"The robber wanted to conceal his pistol, where did he put it?",E,E,True,0.9962964653968811,"{'A': 0.0010811487445607781, 'B': 4.123596954741515e-05, 'C': 0.001077533233910799, 'D': 0.001503587351180613, 'E': 0.9962964653968811}","{'A': 3.4165064096450806, 'B': 0.1500377655029297, 'C': 3.413156627007993, 'D': 3.746335983276367, 'E': 10.242526531219482}"
James took the junk off of the place where he sleeps and threw it into what?,D,D,True,0.6778314709663391,"{'A': 0.05379954352974892, 'B': 0.17770476639270782, 'C': 0.048599157482385635, 'D': 0.6778314709663391, 'E': 0.04206500202417374}","{'A': 6.7941155433654785, 'B': 7.988974094390869, 'C': 6.6924567222595215, 'D': 9.327748775482178, 'E': 6.54806661605835}"
Where does a tabby cat go to get warm?,A,D,False,0.582765519618988,"{'A': 0.04920637607574463, 'B': 0.12139872461557388, 'C': 0.018954815343022346, 'D': 0.582765519618988, 'E': 0.22767449915409088}","{'A': 6.617911338806152, 'B': 7.5209683664143085, 'C': 5.663946151733398, 'D': 9.089673042297363, 'E': 8.149805068969727}"
Where in a house would a table be most likely placed?,C,B,False,0.9813047647476196,"{'A': 0.001025262288749218, 'B': 0.9813047647476196, 'C': 0.0033135099802166224, 'D': 0.008598255924880505, 'E': 0.005758266896009445}","{'A': 0.9907834562472999, 'B': 7.854718208312988, 'C': 2.163843068294227, 'D': 3.11739444732666, 'E': 2.7164716720581055}"
"The person was always using mouthwash, why were they doing that?",C,C,True,0.8759624361991882,"{'A': 0.004275253973901272, 'B': 0.0007078395574353635, 'C': 0.8759624361991882, 'D': 0.0030378601513803005, 'E': 0.11601661890745163}","{'A': 1.642939567565918, 'B': -0.15544155868701637, 'C': 6.965419194661081, 'D': 1.301249360005992, 'E': 4.94382954435423}"
What type of person wants to get in shape?,B,B,True,0.9901509284973145,"{'A': 0.009143671952188015, 'B': 0.9901509284973145, 'C': 0.0005201079766266048, 'D': 0.00011674852430587634, 'E': 6.860556459287181e-05}","{'A': 8.428581595420837, 'B': 13.113376140594482, 'C': 5.561800479888916, 'D': 4.067786446772516, 'E': 3.536137580871582}"
What vehicle uses a tow chain?,C,E,False,0.9073962569236755,"{'A': 0.005249806214123964, 'B': 0.04529044032096863, 'C': 0.0014392955927178264, 'D': 0.04062415286898613, 'E': 0.9073962569236755}","{'A': 3.8565697092562914, 'B': 6.011474661529064, 'C': 2.56253245472908, 'D': 5.902741432189941, 'E': 9.008958157151937}"
"The seats were designed to accommodate cumbersome clothing, where were they seats located?",B,E,False,0.9857620000839233,"{'A': 0.0004830708494409919, 'B': 1.5051650734676514e-05, 'C': 0.001895170658826828, 'D': 0.011844710446894169, 'E': 0.9857620000839233}","{'A': 3.326827144017443, 'B': -0.14184830011799932, 'C': 4.693727763078641, 'D': 6.526300237514079, 'E': 10.947834253311157}"
What's black and white and contains many a story?,D,D,True,0.699537992477417,"{'A': 0.0006153377471491694, 'B': 0.0010180522222071886, 'C': 0.0060820626094937325, 'D': 0.699537992477417, 'E': 0.29274657368659973}","{'A': 3.2019519805908203, 'B': 3.7054269903649883, 'C': 5.492879867553711, 'D': 10.237955808639526, 'E': 9.366843456402421}"
"Several other people were standing around James.  They were jumping up and down, screaming loudly, and banging their heads.  Where might James have been?",E,D,False,0.9515165686607361,"{'A': 0.017749343067407608, 'B': 0.010174119845032692, 'C': 0.001958648208528757, 'D': 0.9515165686607361, 'E': 0.018601346760988235}","{'A': 5.299648284912109, 'B': 4.743147015571594, 'C': 3.0955543518066406, 'D': 9.281356811523438, 'E': 5.34653377532959}"
Where does water enter in a dam to create electricity?,B,D,False,0.720343291759491,"{'A': 0.14494527876377106, 'B': 0.07461211085319519, 'C': 0.05790746212005615, 'D': 0.720343291759491, 'E': 0.0021918918937444687}","{'A': 7.319550298154354, 'B': 6.655497193336487, 'C': 6.402040481567383, 'D': 8.922921885736287, 'E': 3.127959083300084}"
"During battle he felt great anger, this drove him to do what?",B,D,False,0.8706063032150269,"{'A': 0.006407456938177347, 'B': 0.07979412376880646, 'C': 0.0030016659293323755, 'D': 0.8706063032150269, 'E': 0.04019035026431084}","{'A': 6.151055872440338, 'B': 8.673042938113213, 'C': 5.392760753631592, 'D': 11.06278314255178, 'E': 7.987220460548997}"
What is one likely trying to find an answer for when something is broken?,C,E,False,0.9175578355789185,"{'A': 0.0010410761460661888, 'B': 0.06319413334131241, 'C': 0.01653287746012211, 'D': 0.001674124738201499, 'E': 0.9175578355789185}","{'A': 2.4779767990112305, 'B': 6.583933353424072, 'C': 5.243072986602783, 'D': 2.953012466430664, 'E': 9.259438037872314}"
What differs in people living in different parts the world?,D,E,False,0.9911934733390808,"{'A': 0.003717374289408326, 'B': 0.001387141179293394, 'C': 0.0013107163831591606, 'D': 0.0023913381155580282, 'E': 0.9911934733390808}","{'A': 3.264559268951416, 'B': 2.2787866592407227, 'C': 2.2221155166625977, 'D': 2.823394775390625, 'E': 8.850451469421387}"
"Billy liked seeing new teachers at school.   He enjoyed meeting new people, but didn't care about the quality of his what?",E,A,False,0.4633265733718872,"{'A': 0.4633265733718872, 'B': 0.002500719390809536, 'C': 0.3530818223953247, 'D': 0.11065071821212769, 'E': 0.07044020295143127}","{'A': 7.974225997924805, 'B': 2.752372155837236, 'C': 7.70249342918396, 'D': 6.542172431945801, 'E': 6.090557813644409}"
What can you do to a door but not to a jar?,E,E,True,0.9632996320724487,"{'A': 0.003097742795944214, 'B': 0.0006548562669195235, 'C': 0.027530554682016373, 'D': 0.005417196080088615, 'E': 0.9632996320724487}","{'A': 8.265277355909348, 'B': 6.711263656616211, 'C': 10.449899435043335, 'D': 8.824181318283081, 'E': 14.004967451095581}"
Billy was a student taking a course in communications.  Where might he be taking his classes?,E,E,True,0.8644744157791138,"{'A': 0.0004269061901140958, 'B': 0.051367681473493576, 'C': 0.0034251734614372253, 'D': 0.0803057998418808, 'E': 0.8644744157791138}","{'A': 1.573333578206075, 'B': 6.363533973693848, 'C': 3.6556771527975798, 'D': 6.810366630554199, 'E': 9.186646461486816}"
What city is likely to have a tearoom?,B,A,False,0.5250925421714783,"{'A': 0.5250925421714783, 'B': 0.0797375962138176, 'C': 7.55330256652087e-05, 'D': 0.0001026297322823666, 'E': 0.3949916362762451}","{'A': 7.321751616895199, 'B': 5.436918315186631, 'C': -1.525008201599121, 'D': -1.2184505462646484, 'E': 7.037041705334559}"
Driving to work had become a chore for her and she felt what at the slightest hint of traffic?,E,C,False,0.6097704768180847,"{'A': 0.11457755416631699, 'B': 0.08262981474399567, 'C': 0.6097704768180847, 'D': 0.047774091362953186, 'E': 0.14524808526039124}","{'A': 3.1215267181396484, 'B': 2.794645309448242, 'C': 4.7933573722839355, 'D': 2.246758282184601, 'E': 3.3587180266913492}"
He feels like just a cog in a machine or just a number in a cubicle when he is working where?,C,A,False,0.44925183057785034,"{'A': 0.44925183057785034, 'B': 0.07552843540906906, 'C': 0.36481064558029175, 'D': 0.0019184260163456202, 'E': 0.10849061608314514}","{'A': 9.02789306640625, 'B': 7.244818888604641, 'C': 8.819687604904175, 'D': 3.57181453704834, 'E': 7.606973232701421}"
"Danny was visiting a museum.  He spent all day looking at exhibits.  He studied them all careful.  In the end, he went home.  Why might he have gone home?",A,A,True,0.5074378252029419,"{'A': 0.5074378252029419, 'B': 0.005976134445518255, 'C': 0.16578176617622375, 'D': 0.042634546756744385, 'E': 0.2781696915626526}","{'A': 8.809128355234861, 'B': 4.367528575472534, 'C': 7.690426768735051, 'D': 6.332419232698157, 'E': 8.207985877990723}"
"After being in space the astronaut was happy to be breathing fresh air, it left him what?",B,D,False,0.6814093589782715,"{'A': 0.05887649208307266, 'B': 0.019428538158535957, 'C': 0.02799401618540287, 'D': 0.6814093589782715, 'E': 0.21229158341884613}","{'A': 4.2243960946798325, 'B': 3.1156973242759705, 'C': 3.4809449911117554, 'D': 6.673117637634277, 'E': 5.506915330886841}"
Lance spotted a wet beaver in the river.  Where might have lance been?,E,E,True,0.9712978601455688,"{'A': 0.009273979812860489, 'B': 0.0026313536800444126, 'C': 0.0008464262937195599, 'D': 0.01595037430524826, 'E': 0.9712978601455688}","{'A': 3.2443113327026367, 'B': 1.9845972061157227, 'C': 0.8503665205952681, 'D': 3.7865812403615564, 'E': 7.8957319259643555}"
Where could you find out more about a type of lizard?,C,D,False,0.6957471370697021,"{'A': 0.002647451823577285, 'B': 0.13548368215560913, 'C': 0.0018141998443752527, 'D': 0.6957471370697021, 'E': 0.16430746018886566}","{'A': 4.480176470708102, 'B': 8.415430068969727, 'C': 4.1022233963012695, 'D': 10.051565170288086, 'E': 8.608318090438843}"
What is a person using their whole body for work likely to complain of?,E,C,False,0.7936190366744995,"{'A': 0.09897487610578537, 'B': 0.09046143293380737, 'C': 0.7936190366744995, 'D': 0.0015598523896187544, 'E': 0.015384753234684467}","{'A': 5.589145661642154, 'B': 5.499202976003289, 'C': 7.6708832969889045, 'D': 1.4388709001553557, 'E': 3.7276564985513687}"
Where would a doctor rush to?,D,C,False,0.671968400478363,"{'A': 0.019561834633350372, 'B': 0.04690125957131386, 'C': 0.671968400478363, 'D': 0.25215810537338257, 'E': 0.009410417638719082}","{'A': 2.0172564443200827, 'B': 2.891720563173294, 'C': 5.553887367248535, 'D': 4.573732445016503, 'E': 1.2854934942442924}"
What traditional shop would one find a razor in?,B,A,False,0.9849263429641724,"{'A': 0.9849263429641724, 'B': 2.6473319394426653e-06, 'C': 0.0004887421382591128, 'D': 9.744987437443342e-06, 'E': 0.014572378247976303}","{'A': 12.587605070322752, 'B': -0.23916429695479263, 'C': 4.979118164628744, 'D': 1.0640368554741144, 'E': 8.374166488647461}"
"The person saw his wife cheating on him, but tries to forget it, what was he doing?",A,C,False,0.9179906845092773,"{'A': 0.008469419553875923, 'B': 0.002591927768662572, 'C': 0.9179906845092773, 'D': 0.018471218645572662, 'E': 0.052476733922958374}","{'A': 8.517859369516373, 'B': 7.333799198269844, 'C': 13.203584879636765, 'D': 9.297611579298973, 'E': 10.34176716208458}"
"The contestant had a really smart design idea, he caught the judges attention by just being what?",C,A,False,0.373717337846756,"{'A': 0.373717337846756, 'B': 0.0028086102101951838, 'C': 0.0028086102101951838, 'D': 0.33909401297569275, 'E': 0.2815714478492737}","{'A': 11.681901931762695, 'B': 6.791091866092756, 'C': 6.791091866092756, 'D': 11.58467960357666, 'E': 11.398788213729858}"
"After the concert he was glad to be away from the crowd, he valued times of what?",B,B,True,0.848967432975769,"{'A': 4.412002090248279e-05, 'B': 0.848967432975769, 'C': 0.002825717907398939, 'D': 0.001396162318997085, 'E': 0.1467665582895279}","{'A': 4.598862715065479, 'B': 14.463725447654724, 'C': 8.758467197418213, 'D': 8.05343138659373, 'E': 12.708548069000244}"
"He looked up for a certain star, it was the one that helped him spot the rest of the what?",D,D,True,0.6518353819847107,"{'A': 0.010508682578802109, 'B': 0.018120309337973595, 'C': 0.31659719347953796, 'D': 0.6518353819847107, 'E': 0.0029384722001850605}","{'A': 3.379934242926538, 'B': 3.924765831325203, 'C': 6.785362492548302, 'D': 7.507524490356445, 'E': 2.1056221404578537}"
"The man was sick of not attracting women and began to practice grooming, what was his goal?",E,C,False,0.8325671553611755,"{'A': 7.659383118152618e-05, 'B': 0.1435432732105255, 'C': 0.8325671553611755, 'D': 0.0162191204726696, 'E': 0.007593854796141386}","{'A': 0.2823207523130501, 'B': 7.8181965234689415, 'C': 9.57607358135283, 'D': 5.637750625610352, 'E': 4.878898978233337}"
"The clerk had a paper sign, where did he put it?",E,C,False,0.5262484550476074,"{'A': 0.29991084337234497, 'B': 0.1589304804801941, 'C': 0.5262484550476074, 'D': 0.0033970088697969913, 'E': 0.011513110250234604}","{'A': 8.680914402008057, 'B': 8.045895848423243, 'C': 9.243202686309814, 'D': 4.200324200093746, 'E': 5.4209148962982}"
"The fleas made her pet scratch a bare spot below it's whiskers, she felt bad for her pet what?",A,E,False,0.9198197722434998,"{'A': 0.023704495280981064, 'B': 0.016692738980054855, 'C': 0.02918980084359646, 'D': 0.010593189857900143, 'E': 0.9198197722434998}","{'A': 8.833617210388184, 'B': 8.482926368713379, 'C': 9.04177188873291, 'D': 8.028164386749268, 'E': 12.492130398750305}"
What do cats have but humans and some other animals do not have?,C,C,True,0.7020195722579956,"{'A': 0.0013218594249337912, 'B': 0.2939319312572479, 'C': 0.7020195722579956, 'D': 0.0008640671148896217, 'E': 0.0018625612137839198}","{'A': 7.691604137420654, 'B': 13.095912456512451, 'C': 13.966525554656982, 'D': 7.266459941864014, 'E': 8.034517765045166}"
Where is a warm water anemone likely to be?,E,C,False,0.9861841797828674,"{'A': 0.0007315670954994857, 'B': 0.002770296297967434, 'C': 0.9861841797828674, 'D': 0.009838815778493881, 'E': 0.0004751592059619725}","{'A': 2.139569929917343, 'B': 3.4710907940825564, 'C': 9.345980167388916, 'D': 4.73847196623683, 'E': 1.7080312234987407}"
"On the hot day, they liked to eat  ice cream, what was their goal?",B,C,False,0.9580406546592712,"{'A': 0.0043989368714392185, 'B': 0.0073058209381997585, 'C': 0.9580406546592712, 'D': 0.010000606998801231, 'E': 0.020254041999578476}","{'A': 6.476865172386169, 'B': 6.984173608012497, 'C': 11.86039300262928, 'D': 7.298148155212402, 'E': 8.003856774419546}"
What institution are you trying to dissolve if you're getting a divorce?,B,E,False,0.5609988570213318,"{'A': 0.2374313473701477, 'B': 0.16242539882659912, 'C': 0.003498150035738945, 'D': 0.03564628213644028, 'E': 0.5609988570213318}","{'A': 8.121872901916504, 'B': 7.742213249206543, 'C': 3.9042287468910217, 'D': 6.225639145821333, 'E': 8.98171353340149}"
George liked hunting foxes.  Where might he go to do so?,C,C,True,0.9621384739875793,"{'A': 0.022976994514465332, 'B': 0.01361858006566763, 'C': 0.9621384739875793, 'D': 0.0007356551359407604, 'E': 0.000530322955455631}","{'A': 4.581123307347298, 'B': 4.058064937591553, 'C': 8.315788214094937, 'D': 1.1396363082700798, 'E': 0.8123608057188297}"
